N_Oficial,Nombre_est,latitude,longitude,geometry,N_DinaguaW,N_UTEWSH,N_UTEWSP,Institucio,Tipo_estac,Parametros,Resolucion,wflow_basi,wflow_outp,WHOS_siteC
3154017,VILA SERRILHADA,-31.4378,-54.7122,POINT (-54.7122 -31.4378),,,,ANA,Online,P,15 min,,,
A50BE1C2,Solari,-29.37,-58.18,POINT (-58.18 -29.37),A50BE1C2,,,CTM Salto Grande,Automática,P,15 min,,,
A50BF2B4,Baibene,-29.6,-58.15,POINT (-58.15 -29.6),A50BF2B4,,,CTM Salto Grande,Automática,P,15 min,,,
A50BC72E,Miriñay medio,-29.39,-57.65,POINT (-57.65 -29.39),A50BC72E,,,CTM Salto Grande,Automática,P,15 min,,,
A50CD66C,Bonpland,-29.82,-57.44,POINT (-57.44 -29.82),A50CD66C,,,CTM Salto Grande,Automática,P,15 min,,,
A50C0004,Curuzú cuatiá,-29.78,-58.03,POINT (-58.03 -29.78),A50C0004,,,CTM Salto Grande,Automática,P,15 min,,,
A50C26E8,Los Conquistadores,-30.58,-58.45,POINT (-58.45 -30.58),A50C26E8,,,CTM Salto Grande,Automática,P,15 min,,,
A50CC51A,Mocoreta rio,-30.63,-57.98,POINT (-57.98 -30.63),A50CC51A,,,CTM Salto Grande,Automática,PH,15 min,,,
A50C5078,Mocoreta medio,-30.21,-57.97,POINT (-57.97 -30.21),A50C5078,,,CTM Salto Grande,Automática,P,15 min,,,
A50C359E,Chajarí,-30.78,-58.15,POINT (-58.15 -30.78),A50C359E,,,CTM Salto Grande,Automática,P,15 min,,,
A50012EE,Concordia,-31.38,-58.02,POINT (-58.02 -31.38),A50012EE,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A5003402,Paso de la cruz,-30.3,-57.32,POINT (-57.32 -30.3),A5003402,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A500D7F0,Paso del remanso,-30.12,-56.73,POINT (-56.73 -30.12),A500D7F0,,,CTM Salto Grande,Automática,P,15 min,,,
A500B216,Bernabé rivera,-30.3,-56.95,POINT (-56.95 -30.3),A500B216,,,CTM Salto Grande,Automática,P,15 min,,,
A50C65E2,Artigas,-30.3928,-56.4567,POINT (-56.4567 -30.3928),A50C65E2,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A50079DA,Cuareim Río,-30.586,-56.23,POINT (-56.23 -30.586),A50079DA,,,CTM Salto Grande DINAGUA,Automática,PH,15 min,,,
A5006AAC,Catalán Grande,-30.637,-56.327,POINT (-56.327 -30.637),A5006AAC,,,CTM Salto Grande DINAGUA,Automática,PH,15 min,,,
A50B74A0,Tomás gomensoro,-30.44,-57.45,POINT (-57.45 -30.44),A50B74A0,,,CTM Salto Grande,Automática,P,15 min,,,
A50B413A,Paso Farías,-30.49,-57.14,POINT (-57.14 -30.49),A50B413A,,,CTM Salto Grande,Automática,P,15 min,,,
A50B37AA,Javier de  viana,-30.44,-56.79,POINT (-56.79 -30.44),A50B37AA,,,CTM Salto Grande,Automática,P,15 min,,,
A50B8424,Colonia palma,-30.59,-57.69,POINT (-57.69 -30.59),A50B8424,,,CTM Salto Grande,Automática,P,15 min,,,
A500A160,Cuaró,-30.62,-56.91,POINT (-56.91 -30.62),A500A160,,,CTM Salto Grande,Automática,P,15 min,,,
A500647E,Cerro amarillo,-30.62,-56.63,POINT (-56.63 -30.62),A500647E,,,CTM Salto Grande,Automática,P,15 min,,,
A5007708,Paso campamento,-30.8,-56.77,POINT (-56.77 -30.8),A5007708,,,CTM Salto Grande,Automática,P,15 min,,,
A50B524C,Baltasar brum,-30.73,-57.32,POINT (-57.32 -30.73),A50B524C,,,CTM Salto Grande,Automática,P,15 min,,,
A50B67D6,Diego lamas,-30.77,-57.03,POINT (-57.03 -30.77),A50B67D6,,,CTM Salto Grande,Automática,P,15 min,,,
A50B9752,Belén,-30.79,-57.79,POINT (-57.79 -30.79),A50B9752,,,CTM Salto Grande,Automática,P,15 min,,,
A500C486,Meneses,-30.87,-56.38,POINT (-56.38 -30.87),A500C486,,,CTM Salto Grande,Automática,P,15 min,,,
A50051E4,Catalán,-30.78,-56.25,POINT (-56.25 -30.78),A50051E4,,,CTM Salto Grande,Automática,P,15 min,,,
A501D50A,Sarandí de arapey,-30.98,-56.2,POINT (-56.2 -30.98),A501D50A,,,CTM Salto Grande,Automática,P,15 min,,,
A501531E,Sequeira,-31.03,-56.87,POINT (-56.87 -31.03),A501531E,,,CTM Salto Grande,Automática,P,15 min,,,
A501C67C,Guaviyú de arapey,-31.02,-56.57,POINT (-56.57 -31.02),A501C67C,,,CTM Salto Grande,Automática,P,15 min,,,
A5014068,Colonia lavalleja,-31.1,-57.03,POINT (-57.03 -31.1),A5014068,,,CTM Salto Grande,Automática,P,15 min,,,
A50B24DC,Arapey Chico,-30.96,-57.46,POINT (-57.46 -30.96),A50B24DC,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A50CB38A,Arapey Grande R4,-31.231,-57.097,POINT (-57.097 -31.231),A50CB38A,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A50B0230,Arapey Grande,-30.98,-57.52,POINT (-57.52 -30.98),A50B0230,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A50B1146,Espinillar,-30.971187,-57.880716,POINT (-57.880716 -30.971187),A50B1146,,,CTM Salto Grande,Automática,PH,15 min,,,
A5002774,Salto grande,-31.27,-57.92,POINT (-57.92 -31.27),A5002774,,,CTM Salto Grande,Automática,PH,15 min,,,
A50BB1BE,Itapebí,-31.25,-57.68,POINT (-57.68 -31.25),A50BB1BE,,,CTM Salto Grande,Automática,P,15 min,,,
A50BA2C8,Cuchilla de salto,-31.43,-57.43,POINT (-57.43 -31.43),A50BA2C8,,,CTM Salto Grande,Automática,P,15 min,,,
A501A39A,Paso potrero,-31.47,-56.83,POINT (-56.83 -31.47),A501A39A,,,CTM Salto Grande,Automática,P,15 min,,,
A501B0EC,Cerro chato,-31.27,-56.63,POINT (-56.63 -31.27),A501B0EC,,,CTM Salto Grande,Automática,P,15 min,,,
A5016684,Arerunguá,-31.67,-56.63,POINT (-56.63 -31.67),A5016684,,,CTM Salto Grande,Automática,P,15 min,,,
A5019600,Puntas de valentín,-31.18,-57.23,POINT (-57.23 -31.18),A5019600,,,CTM Salto Grande,Automática,P,15 min,,,
A50175F2,Quintana,-31.4,-56.37,POINT (-56.37 -31.4),A50175F2,,,CTM Salto Grande,Automática,P,15 min,,,
A50C7694,Miriñay San Roquito,-29.297,-57.565,POINT (-57.565 -29.297),A50C7694,,,CTM Salto Grande,Automática,PH,15 min,,,
A50BD458,Miriñay Po. Ledesma,-29.85,-57.68,POINT (-57.68 -29.85),A50BD458,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A5000F4A,Colonia libertad,-30.03,-57.82,POINT (-57.82 -30.03),A5000F4A,,,CTM Salto Grande,Automática,P,15 min,,,
A50C1372,Cazadores correntinos,-29.98,-58.28,POINT (-58.28 -29.98),A50C1372,,,CTM Salto Grande,Automática,P,15 min,,,
A50C8610,Mocoreta lago,-30.68,-57.82,POINT (-57.82 -30.68),A50C8610,,,CTM Salto Grande,Automática,PH,15 min,,,
A50C9566,Monte Caseros,-30.23,-57.62,POINT (-57.62 -30.23),A50C9566,,,CTM Salto Grande,Automática,PH,15 min,,,
A50C430E,S. Jaime de Arruabarrena,-30.34,-58.32,POINT (-58.32 -30.34),A50C430E,,,CTM Salto Grande,Automática,P,15 min,,,
A50CA0FC,Pujol,-30.42,-57.85,POINT (-57.85 -30.42),A50CA0FC,,,CTM Salto Grande,Automática,P,15 min,,,
A501258E,Salto,-31.39,-57.98,POINT (-57.98 -31.39),A501258E,,,CTM Salto Grande,Automática,PH,15 min,,,
A50094FA,Paso del Leon,-30.12,-57.08,POINT (-57.08 -30.12),A50094FA,,,CTM Salto Grande,Automática,P,15 min,,,
A5018576,Alto Arapey,-31.67,-56.77,POINT (-56.77 -31.67),A5018576,,,CTM Salto Grande,Automática,P,15 min,,,
A500878C,Alto Cuareim,-31.05,-55.85,POINT (-55.85 -31.05),A500878C,,,CTM Salto Grande,Automática,PH,15 min,,,
A5004292,Paso de los libres,-29.73,-57.08,POINT (-57.08 -29.73),A5004292,,,CTM Salto Grande,Automática,PH,15 min,,,
A500F11C,Santo Tomé,-28.53,-56.03,POINT (-56.03 -28.53),A500F11C,,,CTM Salto Grande,Automática,PH,15 min,,,
A500E26A,Garruchos,-28.17,-55.63,POINT (-55.63 -28.17),A500E26A,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A5010362,San Javier,-27.88,-55.12,POINT (-55.12 -27.88),A5010362,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A5011014,El Soberbio,-27.3,-54.18,POINT (-54.18 -27.3),A5011014,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A50136F8,Pepiri Mini,-27.153304,-53.933283,POINT (-53.933283 -27.153304),A50136F8,,,CTM Salto Grande,Automática,PH,15 min,,,
A5004C40,Federación OTT,-30.996,-57.913,POINT (-57.913 -30.996),A5004C40,,,CTM Salto Grande,Automática,PH,15 min,,,
A5005F36,El Trompo,-30.971,-58.247,POINT (-58.247 -30.971),A5005F36,,,CTM Salto Grande,Automática,P,15 min,,,
A5003AD0,Aguapei,-28.417,-56.542,POINT (-56.542 -28.417),A5003AD0,,,CTM Salto Grande,Automática,PH,15 min,,,
A5001C3C,Yapeyú,-29.47,-56.812,POINT (-56.812 -29.47),A5001C3C,,,CTM Salto Grande,Automática,PH,15 min,,,
A50029A6,Alvear,-29.113,-56.556,POINT (-56.556 -29.113),A50029A6,,,CTM Salto Grande,Automática,PHQ,15 min,,,
A500CA54,Dayman Ruta 3,-31.459,-57.903,POINT (-57.903 -31.459),A500CA54,,,CTM Salto Grande,Automática,PH,15 min,,,
A500D922,Queguay Ruta 3,-32.135,-57.939,POINT (-57.939 -32.135),A500D922,,,CTM Salto Grande,Automática,PH,15 min,,,
A5009A28,Santa Ana,-30.905451,-57.935894,POINT (-57.935894 -30.905451),A5009A28,,,CTM Salto Grande,Automática,PH,15 min,,,
A500BCC4,Loma Alta,-29.05663,-57.08769,POINT (-57.08769 -29.05663),A500BCC4,,,CTM Salto Grande,Automática,P,15 min,,,
A500AFB2,Uguay,-28.691829,-57.480465,POINT (-57.480465 -28.691829),A500AFB2,,,CTM Salto Grande,Automática,P,15 min,,,
1338,PASO MANUEL DIAZ (RHT),-31.52808,-55.68467,POINT (-55.68467 -31.52808),UTE-0001,Manuel Díaz,Manuel Díaz,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1339,CUÑAPIRU (RHT),-31.53022,-55.5825,POINT (-55.5825 -31.53022),UTE-0002,Cuñapirú,Cuñapirú,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1484,ANSINA (Paso BORRACHO) (RHT),-31.87642,-55.46778,POINT (-55.46778 -31.87642),UTE-0003,Borracho,Ansina,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1697,PASO LAGUNA II (RHT),-32.34411,-55.46458,POINT (-55.46458 -32.34411),UTE-0008,Laguna II,Laguna II,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1741,PASO LAS PIEDRAS (RHT),-32.45103,-55.44664,POINT (-55.44664 -32.45103),UTE-0012,Paso Las Piedras,Paso Las Piedras,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1915,PASO DE LOS TOROS (RHT),-32.79878,-56.52919,POINT (-56.52919 -32.79878),UTE-0015,Paso de los Toros,E.M. Paso de los Toros,UTE,Convencional - Automatica,PH,Diaria y Horaria,,,
2215,SARANDI DEL YI (RHT),-33.33961,-55.61436,POINT (-55.61436 -33.33961),UTE-0017,Sarandí del Yi,Sarandí del Yí,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
2257,POLANCO DEL YI (RHT),-33.47342,-56.16194,POINT (-56.16194 -33.47342),UTE-0018,Polanco del Yi,Polanco del Yí,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
2206,PUENTE NUEVO DURAZNO (RHT),-33.37328,-56.51194,POINT (-56.51194 -33.37328),UTE-0019,Durazno,E.M. Durazno,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
0000,PUENTE VIEJO DURAZNO (CORRELACIÓN),-33.359025,-56.52611,POINT (-56.52611 -33.359025),UTE-0020,Durazno Puente Viejo,,UTE,Convencional,H,Horaria,,,
2157,BARRA DE PORONGOS (RHT),-33.26233,-56.85494,POINT (-56.85494 -33.26233),UTE-0021,Barra de Porongos,Barra de Porongos,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
2145,PUENTE MERCEDES (RHT),-33.24247,-58.01814,POINT (-58.01814 -33.24247),UTE-0022,Mercedes,E.M. Mercedes,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
2237,VILLA SORIANO (RHT),-33.39078,-58.31792,POINT (-58.31792 -33.39078),UTE-0023,Villa Soriano,Villa Soriano,UTE,Convencional - Automatica,PH,Diaria y Horaria,,,
1960,PRESA BAYGORRIA (RHT),-32.87444,-56.80664,POINT (-56.80664 -32.87444),UTE-0024,,UTE Baygorria,UTE,Convencional - Automatica,P,Diaria y Horaria,,,
1963,PRESA RINCON DEL BONETE (RHT),-32.83194,-56.42417,POINT (-56.42417 -32.83194),UTE-0025,,E.M. Bonete,UTE,Convencional - Automatica,P,Diaria y Horaria,,,
1526,PASO COELHO (RHT),-32.0395,-55.36103,POINT (-55.36103 -32.0395),UTE-0027,Coelho,Picada de Coelho,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1613,PASO LAS TOSCAS (RHT),-32.15692,-55.02661,POINT (-55.02661 -32.15692),UTE-0028,Las Toscas,Paso de las Toscas,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1617,PASO MAZANGANO (RHT),-32.10522,-54.67258,POINT (-54.67258 -32.10522),UTE-0029,Mazangano,Paso Mazangano,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1653,PASO LAGUNA I (RHT),-32.25044,-55.42242,POINT (-55.42242 -32.25044),UTE-0030,Laguna I,Paso Laguna,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1658,PASO AGUIAR (RHT),-32.28514,-54.84131,POINT (-54.84131 -32.28514),UTE-0031,Aguiar,Paso Aguiar,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1743,PASO PEREIRA (RHT),-32.44356,-55.22658,POINT (-55.22658 -32.44356),UTE-0032,Pereira,Paso Pereira,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1819,SALSIPUEDES (RHT),-32.64786,-56.5925,POINT (-56.5925 -32.64786),UTE-0033,Salsipuedes Ruta 20,Salsipuedes,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
1826,SAN GREGORIO (RHT),-32.62069,-55.8295,POINT (-55.8295 -32.62069),UTE-0034,San Gregorio de Polanco,San Gregorio,UTE,Convencional - Automatica,PH,Diaria y Horaria,,,
1558,PIEDRA SOLA (RHT),-32.08222,-56.3085,POINT (-56.3085 -32.08222),UTE-0035,,Piedra Sola,UTE,Convencional - Automatica,P,Diaria y Horaria,,,
2153,PASO LUGO (RHT),-33.24814,-57.26161,POINT (-57.26161 -33.24814),UTE-0037,Lugo,Paso de Lugo,UTE,Convencional - Automatica,PHQ,Diaria y Horaria,,,
2052,PRESA CONSTITUCION (RHT),-33.06708,-57.46081,POINT (-57.46081 -33.06708),UTE-0038,,E.M. Palmar,UTE,Convencional - Automatica,P,Diaria y Horaria,,,
2016,San Jorge (Carpintería),-32.8425,-55.8967,POINT (-55.8967 -32.8425),UTE-0039,,,UTE,Convencional,P,Diaria,,,
1686,Tiatucurá,-32.313,-56.4946,POINT (-56.4946 -32.313),UTE-0041,,,UTE,Convencional,P,Diaria,,,
1688,Estancia Quadros,-32.3728,-56.3916,POINT (-56.3916 -32.3728),UTE-0042,,,UTE,Convencional,P,Diaria,,,
1730,Estancia Itacuru (La Fe),-32.5393,-56.6442,POINT (-56.6442 -32.5393),UTE-0043,,,UTE,Convencional,P,Diaria,,,
1732,Peralta,-32.4944,-56.3551,POINT (-56.3551 -32.4944),UTE-0044,,,UTE,Convencional,P,Diaria,,,
1817,Estancia Rolón - Piquet,-32.6752,-56.8979,POINT (-56.8979 -32.6752),UTE-0046,,,UTE,Convencional,P,Diaria,,,
1818,Las Cañadas,-32.5694,-56.6306,POINT (-56.6306 -32.5694),UTE-0047,,,UTE,Convencional,P,Diaria,,,
1867,Estancia Olaso,-32.7174,-56.4565,POINT (-56.4565 -32.7174),UTE-0048,,,UTE,Convencional,P,Diaria,,,
1961,Estancia Real,-32.9466,-56.628,POINT (-56.628 -32.9466),UTE-0051,,,UTE,Convencional,P,Diaria,,,
2061,Carlos Reyles,-33.0611,-56.4701,POINT (-56.4701 -33.0611),UTE-0052,,,UTE,Convencional,P,Diaria,,,
2053,El Aguila,-33.0398,-57.2744,POINT (-57.2744 -33.0398),UTE-0054,,,UTE,Convencional,P,Diaria,,,
2154,Marincho,-33.3844,-57.1636,POINT (-57.1636 -33.3844),UTE-0056,,,UTE,Convencional,P,Diaria,,,
22222,Los Tapes - Feliciano,-33.1858,-56.8086,POINT (-56.8086 -33.1858),UTE-0057,,,UTE,Convencional,P,Diaria,,,
1909,Grecco,-32.8178,-57.0433,POINT (-57.0433 -32.8178),UTE-0058,,,UTE,Convencional,P,Diaria,,,
2167,Rossell y Rius,-33.1845,-55.6968,POINT (-55.6968 -33.1845),UTE-0059,,,UTE,Convencional,P,Diaria,,,
2354,Gallinal,-33.6604,-55.794,POINT (-55.794 -33.6604),UTE-0062,,,UTE,Convencional,P,Diaria,,,
2357,Mansavillagra,-33.6178,-55.4708,POINT (-55.4708 -33.6178),UTE-0063,,,UTE,Convencional,P,Diaria,,,
2498,Cerro Colorado,-33.8626,-55.5492,POINT (-55.5492 -33.8626),UTE-0064,,,UTE,Convencional,P,Diaria,,,
2164,Villa Carmen,-33.2418,-56.0122,POINT (-56.0122 -33.2418),UTE-0065,,,UTE,Convencional,P,Diaria,,,
2351,Pantanoso,-33.5274,-55.9558,POINT (-55.9558 -33.5274),UTE-0066,,,UTE,Convencional,P,Diaria,,,
2395,Sarandí Grande,-33.7223,-56.3274,POINT (-56.3274 -33.7223),UTE-0067,,,UTE,Convencional,P,Diaria,,,
2392,Chamangá,-33.7143,-56.6685,POINT (-56.6685 -33.7143),UTE-0068,,,UTE,Convencional,P,Diaria,,,
2204,Camino a la Aviacion,-33.4934,-56.8975,POINT (-56.8975 -33.4934),UTE-0069,,,UTE,Convencional,P,Diaria,,,
2301,Goni,-33.5192,-56.4135,POINT (-56.4135 -33.5192),UTE-0071,,,UTE,Convencional,P,Diaria,,,
2486,Pintos,-33.879,-56.7572,POINT (-56.7572 -33.879),UTE-0072,,,UTE,Convencional,P,Diaria,,,
2198,La Laguna,-33.2033,-57.5756,POINT (-57.5756 -33.2033),UTE-0073,,,UTE,Convencional,P,Diaria,,,
2340,Cuchilla del Perdido,-33.7098,-57.2649,POINT (-57.2649 -33.7098),UTE-0074,,,UTE,Convencional,P,Diaria,,,
2383,Corralito,-33.8288,-57.7881,POINT (-57.7881 -33.8288),UTE-0075,,,UTE,Convencional,P,Diaria,,,
2387,Santa Adelaida,-33.768,-57.1501,POINT (-57.1501 -33.768),UTE-0076,,,UTE,Convencional,P,Diaria,,,
2430,Santa Catalina,-33.7915,-57.4918,POINT (-57.4918 -33.7915),UTE-0077,,,UTE,Convencional,P,Diaria,,,
2480,Cardona,-33.8724,-57.37,POINT (-57.37 -33.8724),UTE-0078,,,UTE,Convencional,P,Diaria,,,
1683,Merinos,-32.3965,-56.9144,POINT (-56.9144 -32.3965),UTE-0079,,,UTE,Convencional,P,Diaria,,,
1766,Paso de la Cruz,-32.5238,-57.1603,POINT (-57.1603 -32.5238),UTE-0080,,,UTE,Convencional,P,Diaria,,,
1768,Paso de los Mellizos,-33.3317,-57.7117,POINT (-57.7117 -33.3317),UTE-0081,,,UTE,Convencional,P,Diaria,,,
1771,Sarandí de Navarro,-32.5424,-56.8617,POINT (-56.8617 -32.5424),UTE-0082,,,UTE,Convencional,P,Diaria,,,
1856,E.M. Young,-32.6863,-57.6494,POINT (-57.6494 -32.6863),UTE-0083,,,UTE,Convencional,P,Diaria,,,
1951,Sánchez Grande,-32.8336,-57.7325,POINT (-57.7325 -32.8336),UTE-0084,,,UTE,Convencional,P,Diaria,,,
2098,Villa Darwin,-33.1218,-57.6394,POINT (-57.6394 -33.1218),UTE-0085,,,UTE,Convencional,P,Diaria,,,
2099,Rincón de Cololó,-33.0631,-57.9002,POINT (-57.9002 -33.0631),UTE-0086,,,UTE,Convencional,P,Diaria,,,
2147,Ejido,-33.2786,-57.9742,POINT (-57.9742 -33.2786),UTE-0087,,,UTE,Convencional,P,Diaria,,,
2148,Arroyo Corto,-33.2399,-57.7841,POINT (-57.7841 -33.2399),UTE-0088,,,UTE,Convencional,P,Diaria,,,
2337,Egaña,-33.6026,-57.6316,POINT (-57.6316 -33.6026),UTE-0089,,,UTE,Convencional,P,Diaria,,,
2095,Cañitas,-33.161,-58.237,POINT (-58.237 -33.161),UTE-0090,,,UTE,Convencional,P,Diaria,,,
1523,Paso de los Novillos,-31.9728,-55.6714,POINT (-55.6714 -31.9728),UTE-0093,,Paso de los Novillos,UTE,Convencional - Automatica,P,Diaria y Horaria,,,
1864,Monumento,-32.7509,-56.7846,POINT (-56.7846 -32.7509),UTE-0095,,,UTE,Convencional,P,Diaria,,,
1884,Quebracho,-32.6026,-54.7214,POINT (-54.7214 -32.6026),UTE-0096,,,UTE,Convencional,P,Diaria,,,
2349,Puntas de Maciel,-33.6227,-56.3623,POINT (-56.3623 -33.6227),UTE-0098,,,UTE,Convencional,P,Diaria,,,
2384,Rodó,-33.6968,-57.5318,POINT (-57.5318 -33.6968),UTE-0099,,,UTE,Convencional,P,Diaria,,,
1224,Paso Ataques,-31.2011,-55.3622,POINT (-55.3622 -31.2011),UTE-0101,,,UTE,Convencional,P,Diaria,,,
2436,Puntas del Sauce,-33.8296,-57.0162,POINT (-57.0162 -33.8296),UTE-0104,,,UTE,Convencional,P,Diaria,,,
1600,Arbolito (Salsipuedes),-32.2049,-56.4248,POINT (-56.4248 -32.2049),UTE-0105,,,UTE,Convencional,P,Diaria,,,
1565,La Hilera,-32.078,-55.6598,POINT (-55.6598 -32.078),UTE-0106,,,UTE,Convencional,P,Diaria,,,
1539,San Diego,-31.9941,-53.9547,POINT (-53.9547 -31.9941),UTE-0107,,,UTE,Convencional,P,Diaria,,,
1751,Bañado de Medina,-32.4022,-54.3496,POINT (-54.3496 -32.4022),UTE-0108,,,UTE,Convencional,P,Diaria,,,
2266,Nico Perez,-33.4806,-55.1531,POINT (-55.1531 -33.4806),UTE-0109,,,UTE,Convencional,P,Diaria,,,
2297,E.M. Trinidad,-33.5365,-56.9157,POINT (-56.9157 -33.5365),UTE-0110,,,UTE,Convencional,P,Diaria,,,
2289,Palmitas,-33.5076,-57.7983,POINT (-57.7983 -33.5076),UTE-0111,,,UTE,Convencional,P,Diaria,,,
1521,San Joaquín,-31.9594,-55.8109,POINT (-55.8109 -31.9594),UTE-0112,,,UTE,Convencional,P,Diaria,,,
2152,El Tala,-33.2292,-57.3989,POINT (-57.3989 -33.2292),UTE-0113,,,UTE,Convencional,P,Diaria,,,
2107,Paso del Bote,-33.1706,-56.8444,POINT (-56.8444 -33.1706),UTE-0115,,,UTE,Convencional,P,Diaria,,,
1784,Paso Ramírez,-32.5372,-55.5029,POINT (-55.5029 -32.5372),UTE-0118,,,UTE,Convencional,P,Diaria,,,
1379,Moirones,-31.6026,-54.9761,POINT (-54.9761 -31.6026),UTE-0119,,,UTE,Convencional,P,Diaria,,,
1792,Tres Islas,-32.5149,-54.6884,POINT (-54.6884 -32.5149),UTE-0120,,,UTE,Convencional,P,Diaria,,,
1662,Palleros,-32.0781,-54.4849,POINT (-54.4849 -32.0781),UTE-0121,,,UTE,Convencional,P,Diaria,,,
1496,Aceguá,-31.8741,-54.161,POINT (-54.161 -31.8741),UTE-0122,,,UTE,Convencional,P,Diaria,,,
1348,Cerrillada,-31.436,-54.722,POINT (-54.722 -31.436),UTE-0123,,,UTE,Convencional,P,Diaria,,,
1417,Hospital,-31.6566,-54.6224,POINT (-54.6224 -31.6566),UTE-0124,,,UTE,Convencional,P,Diaria,,,
1774,Estancia Francia,-32.5435,-56.6248,POINT (-56.6248 -32.5435),UTE-0125,,,UTE,Convencional,P,Diaria,,,
1194,Est. Ataques,-31.0954,-55.687,POINT (-55.687 -31.0954),UTE-0126,,,UTE,Convencional,P,Diaria,,,
1220,Tranqueras,-31.1908,-55.7649,POINT (-55.7649 -31.1908),UTE-0127,,,UTE,Convencional,P,Diaria,,,
1147,E.M. Rivera,-30.8965,-55.5424,POINT (-55.5424 -30.8965),UTE-0128,,,UTE,Convencional,P,Diaria,,,
1279,Tres Puentes - Cerro Pelado,-31.4114,-55.239,POINT (-55.239 -31.4114),UTE-0129,,,UTE,Convencional,P,Diaria,,,
1308,La Calera,-31.394,-55.3944,POINT (-55.3944 -31.394),UTE-0130,,,UTE,Convencional,P,Diaria,,,
1374,Minas de Corrales,-31.5732,-55.4738,POINT (-55.4738 -31.5732),UTE-0131,,,UTE,Convencional,P,Diaria,,,
1300,Cerro Travieso,-31.4556,-56.257,POINT (-56.257 -31.4556),UTE-0132,,,UTE,Convencional,P,Diaria,,,
1301,Paso del Medio,-31.4568,-56.0722,POINT (-56.0722 -31.4568),UTE-0133,,,UTE,Convencional,P,Diaria,,,
1370,Paso de las Carretas,-31.5904,-56.0723,POINT (-56.0723 -31.5904),UTE-0134,,,UTE,Convencional,P,Diaria,,,
1403,Luján,-31.6543,-56.152,POINT (-56.152 -31.6543),UTE-0135,,,UTE,Convencional,P,Diaria,,,
1405,E.M. Tacuarembó,-31.706,-55.991,POINT (-55.991 -31.706),UTE-0136,,,UTE,Convencional,P,Diaria,,,
1440,Valle Edén,-31.824,-56.1746,POINT (-56.1746 -31.824),UTE-0137,,,UTE,Convencional,P,Diaria,,,
1444,Cuchilla del Ombú,-31.7607,-55.6978,POINT (-55.6978 -31.7607),UTE-0138,,,UTE,Convencional,P,Diaria,,,
1566,Cerro Cardozo,-32.0417,-55.5552,POINT (-55.5552 -32.0417),UTE-0139,,,UTE,Convencional,P,Diaria,,,
1312,La Puente,-31.468,-54.9615,POINT (-54.9615 -31.468),UTE-0140,,,UTE,Convencional,P,Diaria,,,
1528,Puntas Cinco Sauces,-31.955,-55.0391,POINT (-55.0391 -31.955),UTE-0142,,,UTE,Convencional,P,Diaria,,,
1569,Cinco Sauces,-32.0836,-55.1944,POINT (-55.1944 -32.0836),UTE-0143,,,UTE,Convencional,P,Diaria,,,
1454,Vichadero,-31.7789,-54.6915,POINT (-54.6915 -31.7789),UTE-0146,,,UTE,Convencional,P,Diaria,,,
1495,Paso de las Yeguas,-31.9133,-54.3092,POINT (-54.3092 -31.9133),UTE-0147,,,UTE,Convencional,P,Diaria,,,
1537,Noblia,-31.9559,-54.1237,POINT (-54.1237 -31.9559),UTE-0148,,,UTE,Convencional,P,Diaria,,,
1580,Mangrullo,-32.0986,-54.0483,POINT (-54.0483 -32.0986),UTE-0149,,,UTE,Convencional,P,Diaria,,,
1621,Buena Vista,-32.1287,-54.1592,POINT (-54.1592 -32.1287),UTE-0151,,,UTE,Convencional,P,Diaria,,,
1626,Centurión,-32.1456,-53.788,POINT (-53.788 -32.1456),UTE-0152,,,UTE,Convencional,P,Diaria,,,
1665,Tres Boliches,-32.2819,-54.1629,POINT (-54.1629 -32.2819),UTE-0153,,,UTE,Convencional,P,Diaria,,,
